"","nobs","nsim","th","zip1","poisson","log.linear","zip2","nb","hurdle"
"1",100,1,-4,1.09194540962879,-0.382921238143579,-0.894805984715406,1.13006796870959,0.372546617484542,1.05750497045201
"2",200,1,-4,-0.206346409737053,-0.358391218260538,-0.765384932677415,-0.241942883335423,0.0542309281553033,-0.257577093907176
"3",500,1,-4,-0.60613743120178,-0.0484985558752253,-0.768104014002617,-0.636079063950135,0.0823317522135096,-0.638811741002059
"4",1100,1,-4,-0.153261779220638,-0.27648723624737,-0.798599317293846,-0.226942154733836,0.491672803674223,-0.234498577167276
"5",3000,1,-4,-0.0136619167905774,0.0761432713497956,-0.752877970948974,-0.0400583835855008,0.410351406575197,-0.046800511214784
"6",8200,1,-4,-0.0836602447704609,-0.101053837010199,-0.786641133689622,-0.114834749204479,0.216221696964369,-0.120881864478622
"7",100,2,-4,-0.944810204018948,-0.521269300001629,-0.746210023892198,-1.09028868336726,0.167627226013202,-1.10404835990971
"8",200,2,-4,-0.21106345519851,-0.965789185553991,-0.945445646669687,-0.367214791928774,-0.817976363036061,-0.440795049708662
"9",500,2,-4,-0.21884089337115,-0.0318463198164616,-0.820586814946705,-0.263760108429903,0.109707192331912,-0.278528359671056
"10",1100,2,-4,-0.159496648338759,-0.153518488684819,-0.822635683371642,-0.19812067635507,0.240879551459553,-0.209521863882924
"11",3000,2,-4,-0.275211048329976,-0.233313434113391,-0.804973115746284,-0.320752490526623,0.0658285100516207,-0.330926678796892
"12",8200,2,-4,-0.149574973796182,0.151370564557729,-0.80266434591803,-0.166427997713576,0.171190273581298,-0.17053918515968
"13",100,3,-4,1.6625036614264,-1.02745082371372,-0.926060357851422,3.34890223945441,-0.85534199161093,1.13601168372315
"14",200,3,-4,-0.344908689036906,0.131426235588227,-0.801899149130403,-0.481735881661791,0.260602601609612,-0.500504284633693
"15",500,3,-4,-0.109687905294098,-0.801514559391983,-0.844893366744789,-0.164613074078492,-0.137518489274088,-0.189566725044656
"16",1100,3,-4,-0.137463502032644,-0.623293168829757,-0.797926884462824,-0.244111356285348,-0.0567170076938606,-0.275958372558786
"17",3000,3,-4,0.0140876237476313,0.336620885849364,-0.791656945487214,-0.0175100565009771,0.292836276967671,-0.0225687133260217
"18",8200,3,-4,-0.262972822261738,-0.552766989978102,-0.823527041834008,-0.310817071785882,-0.0767213092074712,-0.323215758521268
"19",100,4,-4,0.311074398368905,0.564407112176141,-0.642321342495843,0.120181888120702,0.9091725248114,0.104160852233013
"20",200,4,-4,1.02647061087454,-0.166043670887101,-0.671122967929323,1.04418255580013,0.949516643170608,1.06127083544723
"21",500,4,-4,-0.554697514620868,-0.885056874894742,-0.855047565979128,-0.603001190816888,-0.475600631191076,-0.627342412402999
